X,Y,Data,Ora,Luogo_corr,INCIDENTE,lon,lat
13.354292,38.134898,20/05/2017,09:40,VIA DUCA DELLA VERDURA intersezione VIA DELLA LIBERTA',C,13.354291999999999,38.134898000000000
13.351228,38.119372,23/05/2017,15:38,PZZA ORLANDO VITTORIO EMANUELE altezza del civico 6,C,13.351228000000001,38.119371999999998
13.326405,38.174996,23/05/2017,22:30,VIA CASTELFORTE altezza del civico 69/b,F,13.326404999999999,38.174996000000000
13.359671,38.126557,23/05/2017,21:30,VIA PRINCIPE DI SCORDIA altezza del civico 113,F,13.359671000000001,38.126556999999998
13.371361,38.107653,24/05/2017,08:10,CORSO DEI MILLE altezza del civico 181,F,13.371361000000000,38.107652999999999
13.326347,38.126868,24/05/2017,09:00,VIALE LEONARDO DA VINCI angolo VIA GIAQUINTO CORRADO,F,13.326347000000000,38.126868000000002
13.330115,38.155601,24/05/2017,09:25,VIA ALDISIO SALVATORE intersezione con VIA DANIMARCA,F,13.330114999999999,38.155600999999997
13.370137,38.088175,24/05/2017,15:00,VIA BELMONTE CHIAVELLI intersezione con VIA CADUTI DELL'8 LUGLIO 1960,F,13.370137000000000,38.088175000000000
13.364922,38.142392,24/05/2017,16:30,VIA FILETI ENRICO intersezione VIA RIZZO AMMIRAGLIO,F,13.364922000000000,38.142392000000001
13.34846,38.096133,24/05/2017,19:10,VIA ROCCELLA GUSTAVO altezza del civico 50/A,F,13.348459999999999,38.096133000000002
13.359357,38.121647,25/05/2017,08:20,VIA CAVOUR CAMILLO altezza del civico 74,C,13.359356999999999,38.121647000000003
13.322305,38.151742,25/05/2017,08:15,VIALE REGIONE SICILIANA N.O. carr. laterale DIR.TP CIV.751,C,13.322305000000000,38.151741999999999
13.322305,38.151742,25/05/2017,08:20,VIALE REGIONE SICILIANA N.O. carr. laterale DIR.TP CIV.751,F,13.322305000000000,38.151741999999999
13.334161,38.127077,25/05/2017,08:25,VIA LANCIA DI BROLO DOMENICO altezza del civico 157,F,13.334161000000000,38.127077000000000
13.393251,38.087813,25/05/2017,09:30,VIALE REGIONE SICILIANA S.E. carr. laterale DIR.CT,C,13.393250999999999,38.087812999999997
13.316738,38.136107,25/05/2017,10:00,VIALE MICHELANGELO di fronte al civico 1210,F,13.316738000000001,38.136107000000003
13.324579,38.134046,16/05/2017,22:30,VIA BERNINI GIAN LORENZO pressi luxur,C,13.324579000000000,38.134045999999998
13.358753,38.12534,12/04/2017,00:55,VIA AMARI EMERICO nr. 112,F,13.358753000000000,38.125340000000001
13.335582,38.098575,26/04/2017,14:00,VIA PALMERINO nr. 54/E,F,13.335582000000000,38.098574999999997
13.313721,38.129436,18/05/2017,09:20,VIA CASALINI intersezione VIALE LEONARDO DA VINCI,C,13.313720999999999,38.129435999999998
13.30016,38.17541,19/05/2017,20:30,VIA TOMMASO NATALE nr. 87/P,F,13.300160000000000,38.175409999999999
13.328597,38.168501,21/05/2017,12:10,VIALE DUCA DEGLI ABRUZZI s.n.c.,C,13.328597000000000,38.168500999999999
13.351643,38.12978,22/05/2017,10:45,PIAZZA MORDINI ANTONIO di fronte al civico 4,C,13.351642999999999,38.129779999999997
13.359239,38.124478,22/05/2017,21:30,VIA ROMA nr. 479,F,13.359239000000001,38.124478000000003
13.347854,38.124425,24/05/2017,07:50,SVINCOLO DI SALVO ROSARIO s.n.c.,C,13.347854000000000,38.124425000000002
13.338271,38.156044,25/05/2017,17:40,VIALE DEL FANTE in prossimità di via villa sofia,C,13.338271000000001,38.156044000000001
13.331716,38.130133,18/05/2017,13:00,VIA MUNTER FEDERICO pressi l.do da vinci,C,13.331716000000000,38.130133000000001
13.354423,38.13043,25/05/2017,17:30,VIA MANIN intersezione con VIA CORLEO SIMONE,F,13.354423000000001,38.130429999999997
13.355595,38.124308,25/05/2017,22:00,PIAZZA CASTELNUOVO nr. 13,F,13.355594999999999,38.124307999999999
13.321739,38.16206,25/05/2017,23:30,VIALE STRASBURGO nr. 574,C,13.321739000000001,38.162059999999997
13.333526,38.14047,24/05/2017,11:30,VIALE LAZIO altezza del civico 102,C,13.333526000000001,38.140470000000001
13.343709,38.124534,26/05/2017,08:20,VIA PARLATORE FILIPPO altezza del civico 28/a,C,13.343709000000000,38.124533999999997
13.360605,38.136276,26/05/2017,13:45,VIA DEI CANTIERI di fronte al civico 27,F,13.360605000000000,38.136276000000002
13.401812,38.095592,26/05/2017,17:10,CORSO DEI MILLE altezza del civico 1086,F,13.401812000000000,38.095592000000003
13.338354,38.133585,26/05/2017,22:20,VIA ZANDONAI RICCARDO intersezione con VIA PRINCIPE DI PALAGONIA,F,13.338354000000001,38.133584999999997
13.354855,38.130468,27/05/2017,01:30,VIA CALVI PASQUALE intersezione con VIA ALBANESE ENRICO,R,13.354855000000001,38.130468000000000
13.352766,38.128106,27/05/2017,10:30,VIA SIRACUSA nr. 1/b,C,13.352766000000001,38.128106000000002
13.325334,38.127829,27/05/2017,13:30,VIALE LEONARDO DA VINCI altezza del civico 287,C,13.325334000000000,38.127828999999998
13.363197,38.125733,27/05/2017,15:10,VIA CRISPI FRANCESCO intersezione con VIA DELLO SPEZIALE,F,13.363197000000000,38.125732999999997
13.425021,38.09675,28/05/2017,02:30,VIA MESSINA MARINE nr. 725/a,F,13.425020999999999,38.096750000000000
13.334542,38.132904,28/05/2017,04:45,VIA BORREMANS GUGLIELMO intersezione con VIALE GALILEO GALILEI,F,13.334542000000001,38.132904000000003
13.356818,38.129553,28/05/2017,15:45,VIA ARCHIMEDE intersezione con VIA DAITA GAETANO,F,13.356818000000001,38.129553000000001
13.340392,38.13711,28/05/2017,18:05,VIA SCIUTI GIUSEPPE intersezione con VIALE LAZIO,F,13.340392000000000,38.137110000000000
13.347434,38.123795,28/05/2017,21:50,VIA PIAZZI GIUSEPPE intersezione con VIA SELINUNTE,C,13.347434000000000,38.123795000000001
13.360953,38.121593,28/05/2017,23:45,VIA ROMA altezza (inters.) VIA SPINUZZA SALVATORE,F,13.360953000000000,38.121592999999997
13.34885,38.117034,28/05/2017,22:10,VIA LASCARIS COSTANTINO intersezione con VIA IMERA,F,13.348850000000001,38.117033999999997
13.387472,38.093656,29/05/2017,07:15,VIA GIAFAR EMIRO intersezione con VIA NIEVO IPPOLITO,F,13.387472000000001,38.093656000000003
13.364748,38.113653,29/05/2017,10:15,VIA ROMA intersezione VIA S.CRISTOFORO,F,13.364748000000001,38.113652999999999
13.340392,38.13711,29/05/2017,12:00,VIA SCIUTI GIUSEPPE altezza del civico 83m,F,13.340392000000000,38.137110000000000
13.320924,38.122321,29/05/2017,14:35,VIA SAVONAROLA GIROLAMO altezza del civico 11,F,13.320924000000000,38.122320999999999
13.328608,38.141771,27/05/2017,18:10,VIA OLIVERI MANDALA' EMANUELE intersezione con VIA AL SANTUARIO DI CRUILLAS,F,13.328607999999999,38.141770999999999
13.326544,38.117093,27/05/2017,19:40,VIA PERGUSA pressi VIA CORTIGIANI,C,13.326544000000000,38.117092999999997
13.439397,38.093173,28/05/2017,13:30,VIA MESSINA MARINE altezza del civico 819,F,13.439397000000000,38.093173000000000
13.36353,38.116542,28/05/2017,17:00,VIA ROMA intersezione con VIA VITTORIO EMANUELE,C,13.363530000000001,38.116542000000003
13.333485,38.122234,28/05/2017,11:45,PIAZZA NOCE altezza del civico 2/E,C,13.333485000000000,38.122233999999999
13.358597,38.138198,29/05/2017,15:45,VIA MONTEPELLEGRINO altezza del civico 99,C,13.358597000000000,38.138198000000003
13.310308,38.127157,29/05/2017,19:15,VIALE LEONARDO DA VINCI altezza del civico 411,F,13.310307999999999,38.127156999999997
13.367503,38.118475,29/05/2017,20:40,VIA PORTO SALVO intersezione con VIA VITTORIO EMANUELE,F,13.367502999999999,38.118474999999997
13.359249,38.111285,30/05/2017,02:00,PIAZZA BARONIO MANFREDI F. altezza del civico 43,C,13.359249000000000,38.111285000000002
13.335146,38.159838,30/05/2017,07:00,VIALE DEL FANTE altezza del civico 68,F,13.335146000000000,38.159838000000001
13.371222,38.10062,30/05/2017,08:40,VIA ORETO intersezione con VIA ORSI PAOLO,F,13.371221999999999,38.100619999999999
13.355989,38.128844,30/05/2017,09:30,VIA CARINI ISIDORO altezza del civico 35,F,13.355988999999999,38.128844000000001
13.353399,38.128637,30/05/2017,11:30,VIA DELLA LIBERTA' altezza del civico 37,F,13.353399000000000,38.128636999999998
13.333815,38.149447,30/05/2017,13:00,VIALE DE GASPERI ALCIDE intersezione con VIALE STRASBURGO,F,13.333815000000000,38.149447000000002
13.334767,38.141753,30/05/2017,15:25,VIALE DELLE ALPI intersezione con VIALE DELLE MAGNOLIE,C,13.334766999999999,38.141753000000001
13.332567,38.191193,30/05/2017,18:00,VIALE MARGHERITA DI SAVOIA pressi N° 85,F,13.332566999999999,38.191192999999998
13.326347,38.126868,30/05/2017,22:20,VIALE LEONARDO DA VINCI intersezione VIA RUGGERI LEONARDO,R,13.326347000000000,38.126868000000002
13.344703,38.13393,31/05/2017,07:30,VIA LO JACONO FRANCESCO intersezione con VIA ARIOSTO LUDOVICO,F,13.344703000000001,38.133929999999999
13.333815,38.149447,31/05/2017,09:30,VIALE DE GASPERI ALCIDE intersezione con VIA AUSONIA,F,13.333815000000000,38.149447000000002
13.395946,38.102295,31/05/2017,10:35,VIA MESSINA MARINE altezza del civico 405,C,13.395946000000000,38.102294999999998
13.360556,38.125262,31/05/2017,11:20,VIA PRINCIPE DI SCORDIA intersezione con VIA GRAVINA AMMIRAGLIO,C,13.360556000000001,38.125261999999999
13.358333,38.139562,31/05/2017,14:00,VIA MONTEPELLEGRINO nr. 143,C,13.358333000000000,38.139561999999998
13.359942,38.132144,31/05/2017,17:35,VIA PIANO DELL'UCCIARDONE altezza (inters.) VIA ALBANESE ENRICO,F,13.359942000000000,38.132143999999997
13.336929,38.123588,31/05/2017,18:00,VIA CRISPI GIUSEPPE intersezione con VIA CROCIFERI,F,13.336929000000000,38.123587999999998
13.329548,38.102771,31/05/2017,20:30,CORSO CALATAFIMI intersezione CIRC.NE DI MONREALE,F,13.329548000000001,38.102770999999997
13.334897,38.160152,01/06/2017,03:30,VIALE DEL FANTE altezza del civico 70,F,13.334897000000000,38.160151999999997
13.34097,38.152131,01/06/2017,08:10,VIALE DEL FANTE altezza del civico 58,F,13.340970000000000,38.152130999999997
13.285477,38.193599,01/06/2017,10:25,VIALE NICOLETTI ROSARIO altezza del civico 32,F,13.285477000000000,38.193598999999999
13.345546,38.106709,01/06/2017,11:30,CORSO PISANI PIETRO altezza del civico 246,F,13.345546000000001,38.106709000000002
13.336904,38.15043,01/06/2017,17:00,VIALE DE GASPERI ALCIDE altezza del civico 28,F,13.336904000000001,38.150430000000000
13.396857,38.096654,01/06/2017,14:40,CORSO DEI MILLE intersezione con CORTILE PICONE (1),F,13.396857000000001,38.096654000000001
13.347797,38.14187,01/06/2017,18:30,VIA CORDOVA FILIPPO nr. 47,F,13.347797000000000,38.141869999999997
13.348798,38.13524,02/06/2017,02:25,VIA DELLA LIBERTA' intersezione con VIA D'ANNUNZIO GABRIELE,F,13.348798000000000,38.135240000000003
13.346545,38.143256,02/06/2017,11:00,VIA MARCHESE DI ROCCAFORTE intersezione con VIA LA MARMORA ALESSANDRO,F,13.346545000000001,38.143256000000001
13.360939,38.124349,02/06/2017,14:00,VIA STABILE MARIANO altezza del civico 71,C,13.360939000000000,38.124349000000002
13.33495,38.121158,02/06/2017,17:15,VIA NOCE altezza del civico 76,F,13.334949999999999,38.121158000000001
13.31957,38.12355,02/06/2017,17:10,VIA DI BLASI E. GIOVANNI altezza del civico 102A,C,13.319570000000001,38.123550000000002
13.335817,38.135865,03/06/2017,00:25,VIA PRINCIPE DI PALAGONIA intersezione con VIA PRINCIPE DI PATERNO',F,13.335817000000000,38.135865000000003
13.361879,38.115849,03/06/2017,05:00,VIA VITTORIO EMANUELE intersezione con VIA ROMA,F,13.361879000000000,38.115848999999997
13.43257,38.095136,03/06/2017,15:00,VIA MESSINA MARINE altezza del civico 811/C,F,13.432570000000000,38.095135999999997
13.366396,38.106147,04/06/2017,10:40,VIA PEREZ FRANCESCO PAOLO intersezione VIA PALERMO GASPARE,F,13.366396000000000,38.106147000000000
13.353701,38.141723,04/06/2017,10:48,VIA DELL'AUTONOMIA SICILIANA altezza (inters.) VIA SADAT ANWAR,F,13.353700999999999,38.141722999999999
13.357839,38.135025,04/06/2017,15:40,PIAZZA CAPONNETTO ANTONINO pressi STAZ RIF Q8,F,13.357839000000000,38.135024999999999
13.329202,38.12144,04/06/2017,16:00,VIALE REGIONE SICILIANA N.O. altezza del civico 2000,F,13.329202000000000,38.121440000000000
13.322305,38.151742,04/06/2017,19:00,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA S.MARIA MAZZARELLO,F,13.322305000000000,38.151741999999999
13.359045,38.12492,04/06/2017,19:30,VIA ROMA altezza del civico 499,F,13.359045000000000,38.124920000000003
13.365028,38.105962,05/06/2017,00:05,VIA MARINUZZI ANTONIO altezza (inters.) VIA PALERMO GASPARE,C,13.365028000000001,38.105961999999998
13.355985,38.119904,08/05/2017,11:20,VIA VOLTURNO nr. 10,F,13.355985000000000,38.119903999999998
13.353757,38.109252,10/05/2017,10:15,CORSO RE RUGGERO altezza del civico 26,F,13.353757000000000,38.109251999999998
13.362414,38.143893,12/05/2017,10:45,VIA RIZZO AMMIRAGLIO di fronte al civico 53,C,13.362413999999999,38.143892999999998
13.35132,38.115702,13/05/2017,19:40,CORSO ALBERTO AMEDEO intersezione PIAZZA INDIPENDENZA,C,13.351319999999999,38.115701999999999
13.364146,38.115203,15/05/2017,16:10,VIA ROMA intersezione con DISCESA DEI GIUDICI,C,13.364146000000000,38.115203000000001
13.329542,38.154052,05/06/2017,08:50,VIALE STRASBURGO altezza del civico 169,F,13.329542000000000,38.154052000000000
13.32932,38.153433,05/06/2017,09:10,VIALE STRASBURGO altezza del civico 200/C,F,13.329319999999999,38.153433000000000
13.370519,38.111309,05/06/2017,10:30,VIA ANTONIO DI RUDINI' intersezione con VIA UGO ANTONIO,F,13.370519000000000,38.111308999999999
13.412225,38.097989,05/06/2017,10:25,VIA MESSINA MARINE intersezione con VIA SAETTA ANTONINO,F,13.412224999999999,38.097988999999998
13.334538,38.128564,19/05/2017,14:35,VIA CAMPOLO GIOVANNI nr. 34,C,13.334538000000000,38.128563999999997
13.367687,38.144493,22/05/2017,17:20,VIA RIZZO AMMIRAGLIO nr. 3,C,13.367687000000000,38.144492999999997
13.343914,38.132256,23/05/2017,18:15,VIA NOTARBARTOLO EMANUELE intersezione VIA LEOPARDI GIACOMO,C,13.343914000000000,38.132255999999998
13.36631,38.119989,25/05/2017,14:30,VIA CALA nr. 124,C,13.366310000000000,38.119988999999997
13.333881,38.13087,25/05/2017,17:40,VIA GIOTTO intersezione VIA MUNTER FEDERICO,C,13.333881000000000,38.130870000000002
13.32859,38.128768,26/05/2017,07:40,PIAZZA EINSTEIN ALBERT intersezione VIALE LEONARDO DA VINCI,C,13.328590000000000,38.128768000000001
13.329011,38.150329,26/05/2017,14:00,VIA BELGIO intersezione VIA NEBRODI(DEI),C,13.329010999999999,38.150328999999999
13.315767,38.196374,26/05/2017,14:20,VIA DIANA altezza (spec.) CASA NATURA,C,13.315766999999999,38.196373999999999
13.350898,38.09951,26/05/2017,16:35,VIA ROCCELLA GUSTAVO nr. 65,C,13.350898000000001,38.099510000000002
13.326347,38.126868,26/05/2017,19:48,VIALE LEONARDO DA VINCI altezza (inters.) VIALE REGIONE SICILIANA N.O.,C,13.326347000000000,38.126868000000002
13.341478,38.128862,29/05/2017,11:00,VIA MONTEVERDI CLAUDIO intersezione VIA BOITO ARRIGO,C,13.341478000000000,38.128861999999998
13.332518,38.139677,29/05/2017,19:10,VIA GUIDO D'AREZZO intersezione VIALE LAZIO,C,13.332518000000000,38.139676999999999
13.348798,38.13524,30/05/2017,14:05,VIA DELLA LIBERTA' intersezione VIA CUCCIA SIMONE,C,13.348798000000000,38.135240000000003
13.326477,38.156852,31/05/2017,08:10,VIALE STRASBURGO intersezione VIA INGEGNEROS GIUSEPPE,F,13.326477000000001,38.156852000000001
13.297367,38.189002,05/06/2017,15:30,PIAZZALE BOLIVAR SIMON intersezione con VIA LANZA DI SCALEA GIUSEPPE,F,13.297366999999999,38.189002000000002
13.366581,38.110461,01/06/2017,11:15,PIAZZA GIULIO CESARE altezza (inters.) PIAZZA CUPANI FRANCESCO,F,13.366581000000000,38.110461000000001
13.349476,38.115375,03/06/2017,23:15,VIA IMERA intersezione VIA LASCARIS COSTANTINO,F,13.349475999999999,38.115375000000000
13.320325,38.16557,04/06/2017,02:00,VIALE DELLA RESURREZIONE altezza del civico 100,C,13.320325000000000,38.165570000000002
13.348798,38.13524,21/05/2017,12:40,"VIA DELLA LIBERTA' altezza (spec.) ""PRADA""",F,13.348798000000000,38.135240000000003
13.330449,38.129331,05/06/2017,15:15,VIALE REGIONE SICILIANA N.O. pressi 2841,F,13.330449000000000,38.129331000000001
13.356898,38.12274,31/05/2017,08:10,VIA SETTIMO RUGGERO nr. 54/56,C,13.356897999999999,38.122740000000000
13.289475,38.191911,05/06/2017,15:40,VIALE NICOLETTI ROSARIO pressi distributore Q8,F,13.289474999999999,38.191910999999998
13.42191,38.093725,05/06/2017,17:50,VIA LI GOTTI ETTORE di fronte al civico 10,F,13.421910000000000,38.093724999999999
13.308484,38.177463,05/06/2017,19:15,VIA LANZA DI SCALEA GIUSEPPE altezza (spec.) v. Fabio  Besta,F,13.308484000000000,38.177463000000003
13.355971,38.127297,06/06/2017,13:40,VIA LA LUMIA ISIDORO intersezione con VIA MAZZINI,F,13.355971000000000,38.127296999999999
13.328634,38.149836,05/06/2017,17:05,VIA NEBRODI(DEI) nr. 72,C,13.328633999999999,38.149836000000001
13.366581,38.110461,06/06/2017,15:55,PIAZZA GIULIO CESARE intersezione con VIA PALMERI,C,13.366581000000000,38.110461000000001
13.357062,38.12111,19/05/2017,11:40,PIAZZA VERDI GIUSEPPE nr. 59,F,13.357062000000001,38.121110000000002
13.362203,38.115261,21/05/2017,10:50,PIAZZA PRETORIA nr. 1,F,13.362202999999999,38.115260999999997
13.35381,38.126821,26/05/2017,12:00,VIA DELLA LIBERTA' nr. 20/b,F,13.353809999999999,38.126821000000000
13.35132,38.115702,26/05/2017,10:25,CORSO ALBERTO AMEDEO intersezione con CORSO RE RUGGERO,C,13.351319999999999,38.115701999999999
13.348798,38.13524,30/05/2017,21:30,VIA DELLA LIBERTA' intersezione con VIA D'ANNUNZIO GABRIELE,C,13.348798000000000,38.135240000000003
13.371302,38.112914,30/05/2017,11:40,VIA LINCOLN intersezione con VIA MANZONI ALESSANDRO,C,13.371302000000000,38.112914000000004
13.369052,38.119361,30/05/2017,19:10,VIA CALA di fronte istituto nautic,F,13.369052000000000,38.119360999999998
13.354671,38.105424,30/05/2017,17:10,VIA MONFENERA intersezione con VIA BASILE GIUSEPPE,C,13.354671000000000,38.105423999999999
13.338143,38.146443,06/06/2017,16:40,VIALE EMILIA intersezione con VIA TRINACRIA,F,13.338143000000001,38.146442999999998
13.298281,38.127878,06/06/2017,16:05,LARGO CAMASTRA altezza del civico 8,C,13.298280999999999,38.127878000000003
13.347515,38.128783,05/06/2017,15:30,VIA NIGRA COSTANTINO altezza del civico 47,F,13.347515000000000,38.128782999999999
13.357839,38.135025,05/06/2017,17:15,PIAZZA CAPONNETTO ANTONINO pressi MERCATO,C,13.357839000000000,38.135024999999999
13.393372,38.100851,07/06/2017,12:30,VIA DIAZ ARMANDO M.LLO intersezione con VIA LA FERLA FRANCESCO GEN.,F,13.393371999999999,38.100850999999999
13.356263,38.10997,07/06/2017,09:30,VIA CADORNA LUIGI GEN. di fronte DISTRIB.  ENI,C,13.356263000000000,38.109969999999997
13.32304,38.136257,07/06/2017,14:30,VIA BERNINI GIAN LORENZO di fronte al civico 22,F,13.323040000000001,38.136257000000001
13.348798,38.13524,07/06/2017,16:00,VIA DELLA LIBERTA' intersezione con VIA NOTARBARTOLO EMANUELE,F,13.348798000000000,38.135240000000003
13.371222,38.10062,28/05/2017,08:30,VIA ORETO intersezione VIA LA COLLA FRANCESCO,C,13.371221999999999,38.100619999999999
13.301153,38.130866,07/06/2017,17:10,VIA ACIREALE intersezione con LARGO CASTELTERMINI,M,13.301152999999999,38.130865999999997
13.367096,38.094213,07/06/2017,10:00,VIA DELL'ORSA MINORE intersezione VIA PARATORE GIUSEPPE,F,13.367096000000000,38.094213000000003
13.299145,38.191491,07/06/2017,17:00,VIALE AIACE intersezione con VIA DIOMEDE,F,13.299144999999999,38.191490999999999
13.322075,38.191445,07/06/2017,23:30,VIA MATTEI altezza del civico 23,F,13.322075000000000,38.191445000000002
13.412225,38.097989,08/06/2017,00:30,VIA MESSINA MARINE intersezione con VIA ZUCCHETTO CALOGERO,F,13.412224999999999,38.097988999999998
13.347385,38.122953,06/06/2017,18:20,VIA DANTE intersezione con VIA CARUSO GIOVAN BATTISTA,F,13.347384999999999,38.122953000000003
13.315405,38.145145,31/05/2017,13:15,PZZA LAMPADA DELLA FRATERNITA' intersezione con VIA INSERRA,C,13.315405000000000,38.145144999999999
13.304736,38.091901,06/06/2017,16:40,STRADA PROV. PALERMO-MONREALE altezza del civico 2,C,13.304736000000000,38.091901000000000
13.386667,38.103185,05/06/2017,07:50,VIALE AMEDEO D'AOSTA altezza del civico 22,C,13.386666999999999,38.103185000000003
13.358353,38.090181,05/06/2017,23:00,VIA DELL'AIRONE intersezione con VIA SABUCINA,F,13.358352999999999,38.090181000000001
13.322757,38.188878,06/06/2017,18:50,PIAZZA CASTELFORTE altezza (inters.) VIALE DELL'OLIMPO,F,13.322756999999999,38.188878000000003
13.318399,38.16465,05/06/2017,13:35,VIA S.LORENZO intersezione con VIA SPADOLINI GIOVANNI,C,13.318398999999999,38.164650000000002
13.355947,38.118167,08/06/2017,10:30,PIAZZA DEGLI ARAGONESI altezza del civico 35,C,13.355947000000000,38.118167000000000
13.346873,38.144988,08/06/2017,14:20,VIA IMPERATORE FEDERICO nr. 11,F,13.346873000000000,38.144987999999998
13.343706,38.12525,08/06/2017,15:00,VIA PARLATORE FILIPPO altezza del civico 71,F,13.343705999999999,38.125250000000001
13.363029,38.137065,08/06/2017,15:30,VIA DEI CANTIERI intersezione con VIA CAPUANA LUIGI,F,13.363028999999999,38.137065000000000
13.318399,38.16465,08/06/2017,20:00,VIA S.LORENZO altezza (inters.) VIA RATTO SILVESTRE,C,13.318398999999999,38.164650000000002
13.347385,38.122953,09/06/2017,02:10,VIA DANTE intersezione con VIA SAMMARTINO,M,13.347384999999999,38.122953000000003
13.331921,38.174145,09/06/2017,07:20,VIA MATER DOLOROSA altezza del civico 139,C,13.331920999999999,38.174145000000003
13.353885,38.120341,09/06/2017,09:00,VIA TRIPOLI altezza (inters.) VIA RODI,F,13.353885000000000,38.120341000000003
13.340392,38.13711,08/06/2017,16:00,VIA SCIUTI GIUSEPPE intersezione con VIA ONUFRIO ENRICO,F,13.340392000000000,38.137110000000000
13.322305,38.151742,07/06/2017,08:00,VIALE REGIONE SICILIANA N.O. intersezione con VIA PITRE' GIUSEPPE,C,13.322305000000000,38.151741999999999
13.32609,38.15725,09/06/2017,11:00,VIALE STRASBURGO di fronte al civico 197,F,13.326090000000001,38.157249999999998
13.342778,38.105146,09/06/2017,14:45,VIA CATALANO AGOSTINO altezza del civico 122,F,13.342777999999999,38.105145999999998
13.33497,38.158719,09/06/2017,16:45,VIALE DEL FANTE altezza del civico 66,F,13.334970000000000,38.158718999999998
13.333815,38.149447,09/06/2017,19:45,VIALE DE GASPERI ALCIDE intersezione con VIA AUSONIA,C,13.333815000000000,38.149447000000002
13.300751,38.122919,09/06/2017,20:40,VIA S.ISIDORO altezza del civico 47,F,13.300751000000000,38.122919000000003
13.370354,38.162484,10/06/2017,00:45,VIA VERGINE MARIA pressi V.PAPA SERGIO I,C,13.370354000000001,38.162483999999999
13.362017,38.090942,10/06/2017,08:30,VIA S.FILIPPO intersezione VIA NISSA,R,13.362017000000000,38.090941999999998
13.307081,38.113351,10/06/2017,14:00,VIA PANDOLFINI nr. 3,F,13.307081000000000,38.113351000000002
13.371222,38.10062,10/06/2017,17:35,VIA ORETO intersezione VIA SONNINO SIDNEY,F,13.371221999999999,38.100619999999999
13.367198,38.118823,10/06/2017,21:05,VIA CALA altezza del civico 53,C,13.367198000000000,38.118822999999999
13.361525,38.144373,10/06/2017,22:15,VIA MARTURANO RUGGERO di fronte al civico 39,F,13.361525000000000,38.144373000000002
13.32598,38.101194,11/06/2017,00:40,CORSO CALATAFIMI altezza del civico 530,F,13.325979999999999,38.101194000000000
13.297367,38.189002,11/06/2017,12:45,PIAZZALE BOLIVAR SIMON intersezione VIA PARTANNA MONDELLO,F,13.297366999999999,38.189002000000002
13.351848,38.112353,25/05/2017,19:56,CORSO ALBERTO AMEDEO nr. 28,C,13.351848000000000,38.112352999999999
13.357252,38.126116,08/06/2017,09:15,VIA SCINA' DOMENICO nr. 217,F,13.357252000000001,38.126116000000003
13.274263,38.197764,11/06/2017,18:45,VIA TORRETTA altezza del civico 76,C,13.274262999999999,38.197763999999999
13.410082,38.092376,11/06/2017,22:00,CORSO DEI MILLE altezza del civico 1313,C,13.410081999999999,38.092376000000002
13.415176,38.090344,12/06/2017,14:00,CORSO DEI MILLE intersezione VIA DI CARLO EUGENIO,C,13.415176000000001,38.090344000000002
13.36844,38.102185,13/06/2017,02:00,VIA STAZZONE altezza del civico 25,F,13.368440000000000,38.102184999999999
13.31016,38.17608,13/06/2017,12:00,VIA LANZA DI SCALEA GIUSEPPE altezza del civico 1553,F,13.310160000000000,38.176079999999999
13.377454,38.103651,13/06/2017,12:50,PIAZZA SCAFFA altezza (spec.) cortile scaffa,F,13.377454000000000,38.103650999999999
13.321707,38.200025,13/06/2017,16:50,VIALE GALATEA intersezione con VIA PALINURO,C,13.321707000000000,38.200024999999997
13.332204,38.128308,13/06/2017,15:40,VIA MIGLIACCIO MARIANO nr. 23,C,13.332204000000001,38.128307999999997
13.35132,38.115702,13/06/2017,17:00,CORSO ALBERTO AMEDEO altezza del civico 367,F,13.351319999999999,38.115701999999999
13.347385,38.122953,13/06/2017,21:30,VIA DANTE intersezione con VIA LA MANTIA VITO,F,13.347384999999999,38.122953000000003
13.329837,38.15114,14/06/2017,09:45,VIA BELGIO di fronte civico n. 49,C,13.329836999999999,38.151139999999998
13.342716,38.114483,08/06/2017,16:55,VICOLO ZISA s.n.c.,C,13.342715999999999,38.114483000000000
13.342844,38.122016,16/05/2017,13:30,VIA DANTE altezza (spec.) civico n. 165,C,13.342843999999999,38.122016000000002
13.364473,38.12318,03/06/2017,09:20,PIAZZA TREDICI VITTIME intersezione con VIA CRISPI FRANCESCO,C,13.364473000000000,38.123179999999998
13.332043,38.128692,30/05/2017,11:05,VIA MIGLIACCIO MARIANO pressi 17,C,13.332043000000001,38.128692000000001
13.341067,38.105354,14/06/2017,13:50,VIA CUBA altezza del civico 50A,F,13.341067000000001,38.105353999999998
13.349223,38.124082,06/06/2017,16:45,VIA BASILE GIOVANBATTISTA F. intersezione con VIA DEL FERVORE,C,13.349223000000000,38.124082000000001
13.359942,38.132144,06/06/2017,09:25,VIA PIANO DELL'UCCIARDONE intersezione con VIA SCINA' DOMENICO,C,13.359942000000000,38.132143999999997
13.359122,38.116672,10/06/2017,02:00,VIA CANDELAI altezza del civico 68,C,13.359121999999999,38.116672000000001
13.365086,38.113949,10/06/2017,16:55,VIA ROMA nr. 97,C,13.365086000000000,38.113948999999998
13.351211,38.104881,09/06/2017,05:20,VIA BASILE ERNESTO di fronte 108,C,13.351210999999999,38.104880999999999
