X,Y,Data,Ora,Luogo_corr,INCIDENTE,lon,lat
13.316175,38.135984,23/11/2017,16:15,VIALE MICHELANGELO intersezione con VIA DEMMA ANTONINO,F,13.316174999999999,38.135984000000001
13.294732,38.130059,18/10/2017,01:35,VIALE PIAZZA ARMERINA nr. 93/95,C,13.294732000000000,38.130059000000003
13.333815,38.149447,22/11/2017,08:30,VIALE DE GASPERI ALCIDE intersezione con VIA NEBRODI(DEI),F,13.333815000000000,38.149447000000002
13.323646,38.170259,21/11/2017,15:45,PIAZZA MARIA CONSOLATRICE altezza (inters.) VIALE DELLA RESURREZIONE,F,13.323646000000000,38.170259000000001
13.359595,38.125927,04/10/2017,10:30,VIA AMARI EMERICO altezza (inters.) VIA WAGNER RICCARDO,F,13.359595000000001,38.125926999999997
13.381178,38.091073,23/11/2017,20:20,VIALE REGIONE SICILIANA S.E. altezza del civico 2132,C,13.381178000000000,38.091073000000002
13.291895,38.181831,23/11/2017,23:50,VIALE REGIONE SICILIANA N.O. altezza del civico 9971,F,13.291895000000000,38.181831000000003
13.34515,38.190152,24/11/2017,01:50,LUNGOMARE COLOMBO CRISTOFORO di fronte al civico 4452,C,13.345150000000000,38.190151999999998
13.359942,38.132144,24/11/2017,09:00,VIA PIANO DELL'UCCIARDONE in prossimità di VIA ARCHIMEDE,F,13.359942000000000,38.132143999999997
13.393251,38.087813,24/11/2017,10:20,VIALE REGIONE SICILIANA S.E. in prossimità di VIA ORETO,F,13.393250999999999,38.087812999999997
13.354423,38.13043,24/11/2017,14:00,VIA MANIN intersezione con VIA CALVI PASQUALE,F,13.354423000000001,38.130429999999997
13.355578,38.120882,24/11/2017,13:55,VIA PIGNATELLI ARAGONA altezza del civico 56,F,13.355578000000000,38.120882000000002
13.393251,38.087813,24/11/2017,17:00,VIALE REGIONE SICILIANA S.E. altezza (spec.) ponte corleone,F,13.393250999999999,38.087812999999997
13.308307,38.126561,25/11/2017,06:05,VIALE LEONARDO DA VINCI altezza (inters.) VIA CASALINI,F,13.308306999999999,38.126561000000002
13.332142,38.106728,25/11/2017,02:00,VIA PIAZZA MICHELE altezza (inters.) VIA GUGLIELMO IL BUONO,C,13.332141999999999,38.106727999999997
13.34254,38.132522,25/11/2017,13:25,PIAZZA BOIARDO MATTEO MARIA altezza (spec.) Piazza Italia,F,13.342540000000000,38.132522000000002
13.332313,38.077098,25/11/2017,15:35,VIA VILLAGRAZIA di fronte al civico 455/A,F,13.332312999999999,38.077097999999999
13.329011,38.150329,25/11/2017,17:30,VIA BELGIO altezza (inters.) LARGO CAVALIERI DEL LAVORO,F,13.329010999999999,38.150328999999999
13.305116,38.090421,25/11/2017,17:45,CIRC.NE DI MONREALE altezza (spec.) distrib. ENI,F,13.305116000000000,38.090420999999999
13.352807,38.135696,27/11/2017,10:40,VIA LAURANA FRANCESCO intersezione V. DE CRISTOFORIS TOMMASO MAGG,F,13.352807000000000,38.135696000000003
13.388996,38.099396,26/11/2017,01:20,VICOLO SACRAMENTO nr. 13,F,13.388996000000001,38.099395999999999
13.363548,38.118857,26/11/2017,04:36,VIA MELI GIOVANNI altezza del civico 70,C,13.363548000000000,38.118856999999998
13.373536,38.101336,26/11/2017,21:00,VIA BUONRIPOSO altezza (inters.) VIA CAMPISI GIOVANNI,C,13.373536000000000,38.101336000000003
13.347385,38.122953,24/11/2017,17:45,VIA DANTE intersezione VIA D'ASARO PIETRO,F,13.347384999999999,38.122953000000003
13.348798,38.13524,23/11/2017,09:00,VIA DELLA LIBERTA' intersezione con VIA DI GIORGIO ANTONINO GEN.,F,13.348798000000000,38.135240000000003
13.362299,38.08985,27/11/2017,08:00,VIA ALBIRI intersezione VIA TROINA,C,13.362299000000000,38.089849999999998
13.324726,38.158917,14/10/2017,19:45,VIALE STRASBURGO di fronte civico 241,C,13.324726000000000,38.158917000000002
13.362488,38.125938,27/11/2017,08:05,VIA PRINCIPE DI BELMONTE altezza del civico 10,F,13.362488000000001,38.125937999999998
13.32859,38.128768,18/11/2017,15:30,PIAZZA EINSTEIN ALBERT altezza (spec.) parco uditore,C,13.328590000000000,38.128768000000001
13.347385,38.122953,26/11/2017,23:25,VIA DANTE intersezione con VIA SAMMARTINO,C,13.347384999999999,38.122953000000003
13.332222,38.12591,27/11/2017,12:45,VIA MONTUORO RINALDO intersezione con VIA MARRASIO GIOVANNI,F,13.332222000000000,38.125909999999998
13.355157,38.126978,26/11/2017,22:10,VIA DAITA GAETANO intersezione con VIA ARCHIMEDE,C,13.355157000000000,38.126978000000001
13.352704,38.12997,31/10/2017,10:55,PIAZZA CRISPI FRANCESCO altezza del civico 1,C,13.352703999999999,38.129970000000000
13.372917,38.110471,23/11/2017,16:50,VIA ARCHIRAFI intersezione VIA LINCOLN,C,13.372916999999999,38.110470999999997
13.413281,38.085614,27/11/2017,15:30,VIALE REGIONE SICILIANA altezza del civico 7577,F,13.413281000000000,38.085614000000000
13.352089,38.109827,22/11/2017,17:30,PIAZZA INDIPENDENZA altezza del civico 21,C,13.352088999999999,38.109827000000003
13.354943,38.124847,23/11/2017,18:00,PIAZZA CASTELNUOVO intersezione con VIA DELLA LIBERTA',C,13.354943000000000,38.124847000000003
13.354059,38.124744,06/11/2017,12:00,PIAZZA CASTELNUOVO nr. 44,C,13.354058999999999,38.124744000000000
13.332436,38.145279,27/11/2017,15:45,VIA SARDEGNA altezza del civico 37,F,13.332436000000000,38.145279000000002
13.346151,38.12059,27/11/2017,17:30,VIA VILLA FLORIO intersezione con VIA LA MANTIA VITO,C,13.346151000000001,38.120590000000000
13.319902,38.155095,27/11/2017,20:30,VIA NENNI PIETRO altezza del civico 9,F,13.319902000000001,38.155095000000003
13.352201,38.146238,28/11/2017,06:00,VIA IMPERATORE FEDERICO altezza del civico 79,F,13.352201000000001,38.146237999999997
13.354368,38.11962,27/11/2017,02:15,VIA VOLTURNO altezza (inters.) PIAZZA VERDI GIUSEPPE,C,13.354367999999999,38.119619999999998
13.281626,38.194582,28/11/2017,12:30,VIA SFERRACAVALLO intersezione VIA MANDERINO,F,13.281625999999999,38.194581999999997
13.367216,38.088845,28/11/2017,13:30,VIALE REGIONE SICILIANA N.O. carr. centrale D.F CIV. N.3673,F,13.367216000000001,38.088844999999999
13.359647,38.137699,28/11/2017,13:00,VIA ANTONELLO DA MESSINA intersezione VIA SPEDALIERI NICOLO',F,13.359647000000001,38.137698999999998
13.335194,38.09738,28/11/2017,14:15,VIALE REGIONE SICILIANA S.E. altezza del civico 900,F,13.335194000000000,38.097380000000001
13.351594,38.110895,22/11/2017,17:30,PIAZZA INDIPENDENZA altezza (spec.) bretella,C,13.351594000000000,38.110894999999999
13.327442,38.191675,28/11/2017,19:45,VIA DEDALO intersezione con VIALE EBE,F,13.327442000000000,38.191674999999996
13.297195,38.125708,28/11/2017,21:20,VIA CASTELLANA intersezione con VIA PANTALICA,F,13.297195000000000,38.125708000000003
13.350934,38.122165,28/11/2017,17:30,VIA HOUEL di fronte al civico 10,C,13.350934000000001,38.122165000000003
13.340392,38.13711,29/11/2017,09:00,VIA SCIUTI GIUSEPPE intersezione con VIALE DELLE MAGNOLIE,F,13.340392000000000,38.137110000000000
13.33072,38.131802,29/11/2017,09:45,PIAZZALE JOHN LENNON s.n.c.,C,13.330719999999999,38.131802000000000
13.362972,38.103789,23/11/2017,11:10,PIAZZA DURANTE FRANCESCO pressi civico1,C,13.362971999999999,38.103788999999999
13.289707,38.191791,23/11/2017,10:10,VIALE NICOLETTI ROSARIO altezza del civico 46,C,13.289707000000000,38.191791000000002
13.360337,38.12247,18/11/2017,22:50,VIA ROMA intersezione VIA GUARDIONE FRANCESCO,C,13.360336999999999,38.122470000000000
13.374308,38.116668,27/11/2017,16:00,FORO UMBERTO I altezza (spec.) IST.P. MESSINA,F,13.374307999999999,38.116667999999997
13.305744,38.124314,27/11/2017,16:50,VIA CARTAGINE nr. 11,C,13.305744000000001,38.124313999999998
13.339716,38.144059,29/11/2017,15:00,VIALE CAMPANIA altezza del civico 11,F,13.339715999999999,38.144058999999999
13.330763,38.152627,29/11/2017,20:00,VIALE STRASBURGO altezza del civico 117,F,13.330762999999999,38.152627000000003
13.427149,38.095471,30/11/2017,01:30,VIA MESSINA MARINE altezza del civico 2,C,13.427149000000000,38.095471000000003
13.323438,38.134251,29/11/2017,10:00,VIA MARCHESANO VINCENZO intersezione con VIA ARICO' GIACOMO,F,13.323437999999999,38.134250999999999
13.315123,38.126589,30/11/2017,09:10,VIALE LEONARDO DA VINCI altezza del civico 394,F,13.315123000000000,38.126589000000003
13.345595,38.115987,30/11/2017,09:30,VIA GUGLIELMO IL BUONO altezza del civico 23,F,13.345594999999999,38.115986999999997
13.339346,38.144997,29/11/2017,12:25,VIALE CAMPANIA di fronte al civico 23,F,13.339346000000001,38.144996999999996
13.348359,38.096271,30/11/2017,11:40,VIA ROCCELLA GUSTAVO intersezione con VIA VERDINOIS ALBERTO,F,13.348359000000000,38.096271000000002
13.308307,38.126561,30/11/2017,13:20,VIALE LEONARDO DA VINCI altezza del civico 348,F,13.308306999999999,38.126561000000002
13.352807,38.135696,27/11/2017,11:00,VIA LAURANA FRANCESCO altezza (inters.) VIA TOSELLI PIETRO MAGG.,C,13.352807000000000,38.135696000000003
13.374308,38.116668,26/11/2017,00:01,FORO UMBERTO I altezza (spec.) PORTA FELICE,C,13.374307999999999,38.116667999999997
13.348937,38.14028,27/11/2017,11:25,VIA ALESSI GIUSEPPE nr. 12,F,13.348936999999999,38.140279999999997
13.375028,38.117221,28/11/2017,20:15,FORO UMBERTO I altezza (spec.) PORTA DEI GRECI,F,13.375028000000000,38.117221000000001
13.356856,38.120599,28/11/2017,22:40,PIAZZA VERDI GIUSEPPE s.n.c.,F,13.356856000000001,38.120598999999999
13.326593,38.101795,30/11/2017,17:15,CORSO CALATAFIMI altezza del civico 805,F,13.326593000000001,38.101795000000003
13.30759,38.1216,30/11/2017,17:20,VIA ROCCAZZO altezza del civico 77,F,13.307589999999999,38.121600000000001
13.413144,38.097885,01/12/2017,02:30,VIA LAUDICINA ANTONINO altezza (spec.) FERM.LAUDICINA1,C,13.413144000000001,38.097884999999998
13.375477,38.106007,01/12/2017,06:50,VIA BENNICI GIUSEPPE altezza del civico 53,F,13.375477000000000,38.106006999999998
13.345557,38.122421,01/12/2017,08:30,VIA DANTE altezza del civico 210,F,13.345556999999999,38.122421000000003
13.351659,38.13987,25/11/2017,19:05,VIA SAMPOLO intersezione VIA LA MARMORA ALESSANDRO,C,13.351659000000000,38.139870000000002
13.346742,38.109744,29/11/2017,13:45,CORSO CALATAFIMI di fronte al civico 92/A-94,F,13.346742000000001,38.109743999999999
13.335852,38.092222,01/12/2017,14:50,VIA COSTA GAETANO nr. 21,F,13.335851999999999,38.092222000000000
13.364473,38.12318,24/11/2017,14:10,PIAZZA TREDICI VITTIME intersezione VIA CAVOUR CAMILLO,C,13.364473000000000,38.123179999999998
13.393251,38.087813,28/11/2017,17:30,VIALE REGIONE SICILIANA S.E. altezza (spec.) BABY LUNA,C,13.393250999999999,38.087812999999997
13.329454,38.123844,01/12/2017,12:30,VIALE REGIONE SICILIANA altezza (inters.) VIA BERNINI GIAN LORENZO,C,13.329454000000000,38.123843999999998
13.343757,38.124674,01/12/2017,16:00,VIA PARLATORE FILIPPO intersezione con VIA ADRIA GIAN GIACOMO,F,13.343757000000000,38.124673999999999
13.307493,38.166227,01/12/2017,15:30,VIA LA MALFA UGO di fronte al civico 169,F,13.307492999999999,38.166226999999999
13.36227,38.141376,01/12/2017,16:30,VIA DON ORIONE intersezione con VIA LANDOLINA SAVERIO,F,13.362270000000001,38.141376000000001
13.31497,38.1431,01/12/2017,18:30,VIA BRUNELLESCHI FILIPPO intersezione con VIA BESIO GIACOMO,F,13.314970000000001,38.143099999999997
13.338046,38.147538,01/12/2017,21:00,VIA TRINACRIA altezza del civico 28,R,13.338046000000000,38.147537999999997
13.349913,38.133019,02/12/2017,03:00,VIA MARCHESE UGO altezza del civico 74,C,13.349913000000001,38.133018999999997
13.398373,38.092715,02/12/2017,11:50,VIA DUCROT VITTORIO intersezione con VIA MATTEI ENRICO,F,13.398372999999999,38.092714999999998
13.337088,38.114861,02/12/2017,13:30,VIALE GIARRUSSO FELICE intersezione con VIALE CASTIGLIA LUIGI,F,13.337088000000000,38.114860999999998
13.343914,38.132256,02/12/2017,19:30,VIA NOTARBARTOLO EMANUELE intersezione con VIA SCIUTI GIUSEPPE,F,13.343914000000000,38.132255999999998
13.321084,38.096959,02/12/2017,22:15,VIA TERRANOVA CESARE intersezione con VIA PARUTA FILIPPO,F,13.321084000000001,38.096958999999998
13.403551,38.099757,02/12/2017,02:30,VIA MESSINA MARINE nr. 449/A,F,13.403551000000000,38.099756999999997
13.393251,38.087813,02/12/2017,22:30,VIALE REGIONE SICILIANA S.E. pressi RAMPA VIA E. BA,F,13.393250999999999,38.087812999999997
13.344753,38.114893,02/12/2017,23:30,VIA TOMASI CARDINALE intersezione con VIA PELLICO SILVIO,C,13.344753000000001,38.114893000000002
13.371805,38.109745,03/12/2017,14:10,VIA CIPOLLA MICHELE intersezione con VIA RANDAZZO PIETRO,F,13.371805000000000,38.109744999999997
13.3442,38.156345,03/12/2017,15:50,VIALE ERCOLE a mt. 200,C,13.344200000000001,38.156345000000002
13.323,38.151,03/12/2017,17:25,VIALE REGIONE SICILIANA carr. laterale civico 5398,F,13.323000000000000,38.151000000000003
13.363197,38.125733,04/12/2017,03:15,VIA CRISPI FRANCESCO altezza (spec.) PIAZZA D. PACE,F,13.363197000000000,38.125732999999997
13.337339,38.141918,03/12/2017,18:15,VIALE LAZIO altezza (spec.) rotonda lazio,F,13.337339000000000,38.141917999999997
13.364875,38.11379,02/12/2017,16:30,VIA ROMA altezza (inters.) VIA S.CRISTOFORO,F,13.364875000000000,38.113790000000002
13.404184,38.094258,04/12/2017,07:45,CORSO DEI MILLE nr. 1055a,F,13.404184000000001,38.094258000000004
13.349736,38.104703,04/12/2017,10:15,VIALE DELLE SCIENZE di fronte edificio 16,F,13.349736000000000,38.104703000000001
13.365604,38.104087,03/10/2017,19:00,VIA CORAZZA FILIPPO altezza del civico 70,F,13.365603999999999,38.104087000000000
13.351594,38.110895,04/12/2017,12:15,PIAZZA INDIPENDENZA intersezione con CORSO RE RUGGERO,C,13.351594000000000,38.110894999999999
13.32985,38.126137,04/12/2017,14:30,VIALE REGIONE SICILIANA N.O. pressi by pass pagano,F,13.329850000000000,38.126137000000000
13.308307,38.126561,25/11/2017,14:45,VIALE LEONARDO DA VINCI intersezione VIA LO VERDE GIACOMO,C,13.308306999999999,38.126561000000002
13.335511,38.115943,04/12/2017,20:00,VIA DEGLI EMIRI intersezione con VIA MULINI,F,13.335511000000000,38.115943000000001
13.32985,38.126137,05/12/2017,00:40,VIALE REGIONE SICILIANA N.O. intersezione con PIAZZA EINSTEIN ALBERT,F,13.329850000000000,38.126137000000000
13.348901,38.128669,05/12/2017,00:40,VIA LA FARINA GIUSEPPE intersezione con VIA SAMMARTINO,F,13.348901000000000,38.128669000000002
13.34254,38.132522,01/12/2017,07:30,PIAZZA BOIARDO MATTEO MARIA intersezione VIA NOTARBARTOLO EMANUELE,C,13.342540000000000,38.132522000000002
13.355592,38.147903,05/12/2017,08:30,VIA LUTHER KING MARTIN di fronte al civico 9,F,13.355592000000000,38.147902999999999
13.310405,38.101578,05/12/2017,13:45,VIA MADDALENA UMBERTO altezza (inters.) VIA POGGIO RIDENTE,F,13.310404999999999,38.101578000000003
13.366337,38.089558,05/12/2017,14:20,VIALE REGIONE SICILIANA altezza del civico 3410,F,13.366337000000000,38.089557999999997
13.308307,38.126561,30/11/2017,15:40,VIALE LEONARDO DA VINCI intersezione VIA RUGGERI LEONARDO,F,13.308306999999999,38.126561000000002
13.32985,38.126137,05/12/2017,07:20,VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA POLLACI GIUSEPPE,C,13.329850000000000,38.126137000000000
13.33014,38.139987,05/12/2017,07:45,VIALE REGIONE SICILIANA N.O. altezza del civico 33,F,13.330140000000000,38.139986999999998
13.32859,38.128768,05/12/2017,15:00,PIAZZA EINSTEIN ALBERT altezza (spec.) l. da vinci,C,13.328590000000000,38.128768000000001
13.432341,38.090286,05/12/2017,17:35,VIA GALLETTI altezza del civico 295,F,13.432340999999999,38.090285999999999
13.343087,38.12713,06/12/2017,09:00,VIA MALASPINA intersezione con VIA CATANIA,F,13.343087000000001,38.127130000000001
13.403103,38.093693,06/12/2017,08:35,VIA PECORAINO FILIPPO intersezione con VIA FERRUZZA ENRICO,F,13.403103000000000,38.093693000000002
13.365528,38.084273,25/11/2017,11:30,VIA DEL LEVRIERE altezza del civico 35,C,13.365527999999999,38.084273000000003
13.364107,38.105132,06/12/2017,12:10,VIA ELIA AUGUSTO intersezione con VIA MENDOLA,C,13.364107000000001,38.105131999999998
13.304194,38.125822,06/12/2017,09:05,VIA CASTELLANA altezza del civico 108,C,13.304194000000001,38.125821999999999
13.360602,38.143902,06/12/2017,14:05,VIA RIZZO AMMIRAGLIO di fronte al civico 65,F,13.360602000000000,38.143901999999997
13.359672,38.107499,06/12/2017,17:10,VIA SALAMONE MARINO SALVATORE intersezione con VIA DELLE CLINICHE,F,13.359672000000000,38.107498999999997
13.393251,38.087813,06/12/2017,18:10,VIALE REGIONE SICILIANA S.E. intersezione con CORSO CALATAFIMI,F,13.393250999999999,38.087812999999997
13.361736,38.122219,06/12/2017,19:25,VIA CAVOUR CAMILLO intersezione con P.TTA DEGLI ANGELINI,F,13.361736000000001,38.122219000000001
13.387472,38.093656,07/12/2017,09:45,VIA GIAFAR EMIRO altezza (inters.) VIA CONTE FEDERICO,F,13.387472000000001,38.093656000000003
13.329454,38.123844,24/11/2017,17:30,"VIALE REGIONE SICILIANA pressi ""ponte Lazio""",C,13.329454000000000,38.123843999999998
13.332165,38.13283,27/11/2017,07:55,VIA DE SALIBA ANTONIO intersezione PIAZZA CHINNICI ROCCO,C,13.332165000000000,38.132829999999998
13.349677,38.12489,02/12/2017,15:10,VIA FERRARA FRANCESCO intersezione VIA DE SPUCHES GIUSEPPE,F,13.349677000000000,38.124890000000001
13.323954,38.110384,03/12/2017,15:30,VIA PITRE' GIUSEPPE altezza del civico 168,F,13.323954000000001,38.110384000000003
13.351485,38.125865,07/12/2017,14:30,VIA PRINCIPE DI VILLAFRANCA intersezione VIA MARCONI GUGLIELMO,F,13.351485000000000,38.125864999999997
13.335273,38.145377,07/12/2017,15:20,VIA RESTIVO EMPEDOCLE intersezione con VIA BRIGATA VERONA,F,13.335273000000001,38.145377000000003
13.331351,38.130746,07/12/2017,14:20,VIA MUNTER FEDERICO altezza del civico 12,C,13.331351000000000,38.130746000000002
13.34164,38.145579,07/12/2017,17:45,PIAZZA VITTORIO VENETO angolo VIALE CROCE ROSSA,F,13.341640000000000,38.145578999999998
13.29795,38.121208,08/12/2017,05:00,VIA VILLINI A S.ISIDORO altezza del civico 46/B,C,13.297950000000000,38.121208000000003
13.303703,38.123195,08/12/2017,08:30,VIA SARULLO LUIGI intersezione VIA ROCCAZZO,C,13.303703000000001,38.123195000000003
13.398729,38.09947,08/12/2017,13:30,VIA SPERONE intersezione con VIA PECORI GIRALDI GUGLIELMO M,F,13.398728999999999,38.099469999999997
13.393251,38.087813,09/12/2017,01:10,VIALE REGIONE SICILIANA S.E. altezza (spec.) SvincTP Bonagia,C,13.393250999999999,38.087812999999997
13.328236,38.116206,09/12/2017,10:00,VIALE REGIONE SICILIANA N.O. carreggiata centrale ALT. N° 1470,F,13.328236000000000,38.116205999999998
13.393251,38.087813,09/12/2017,09:20,VIALE REGIONE SICILIANA S.E. intersezione con VIA ORETO,F,13.393250999999999,38.087812999999997
13.343336,38.095891,09/12/2017,14:20,VIA BASILE ERNESTO altezza del civico 224,C,13.343336000000001,38.095891000000002
13.365028,38.105962,09/12/2017,18:00,VIA PALERMO GASPARE intersezione VIA MARINUZZI ANTONIO,C,13.365028000000001,38.105961999999998
13.366396,38.106147,10/12/2017,03:05,VIA PEREZ FRANCESCO PAOLO intersezione con VIA BERGAMO,C,13.366396000000000,38.106147000000000
13.348194,38.153161,08/12/2017,03:50,VIALE DIANA a mt. 1300,C,13.348193999999999,38.153160999999997
13.329548,38.102771,08/12/2017,03:30,CORSO CALATAFIMI intersezione con VIA DE FILIPPO TITINA,F,13.329548000000001,38.102770999999997
13.346688,38.10695,10/12/2017,11:00,CORSO PISANI PIETRO nr. 210,F,13.346688000000000,38.106949999999998
13.309425,38.173582,10/12/2017,12:00,VIA MUCIACCIA VITO intersezione PIAZZALE LI CAUSI GIROLAMO,F,13.309424999999999,38.173582000000003
13.363225,38.093786,10/12/2017,13:45,VIA DELL'ORSA MAGGIORE intersezione VIA DEL CAPRICORNO,F,13.363225000000000,38.093786000000001
13.320254,38.154978,10/12/2017,14:55,VIA NENNI PIETRO nr. 77,F,13.320254000000000,38.154978000000000
13.314497,38.17496,10/12/2017,15:15,VIA GUTTUSO RENATO intersezione con VIA MORMINO IGNAZIO,C,13.314496999999999,38.174959999999999
13.345352,38.13511,11/12/2017,02:00,VIA LEOPARDI GIACOMO intersezione con VIA  PIPITONE FEDERICO,C,13.345352000000000,38.135109999999997
13.338806,38.125236,08/12/2017,22:25,VIA SERRADIFALCO intersezione VIA PARISIO CATALDO,F,13.338806000000000,38.125236000000001
